"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NPC2",2.32801358984631e-68,-0.260232483344753,0.083,0.223,5.08764089925012e-64,"Delta","NPC2"
"CLTA",7.608212985753e-68,-0.293891437616548,0.021,0.117,1.66269886590646e-63,"Delta","CLTA"
"ST14",8.44071294923787e-68,-0.446844063947238,0.021,0.117,1.84463340792644e-63,"Delta","ST14"
"ANXA11",1.0044654736811e-67,-0.384210869348576,0.048,0.162,2.19515884618268e-63,"Delta","ANXA11"
"PPP1R14B",1.05056127722021e-67,-0.471630244237137,0.015,0.105,2.29589661523705e-63,"Delta","PPP1R14B"
"RAC1",1.19919322782369e-67,-0.295470274474934,0.132,0.295,2.6207168800859e-63,"Delta","RAC1"
"TRAPPC1",2.2907909897357e-67,-0.350770472007281,0.016,0.106,5.0062946289684e-63,"Delta","TRAPPC1"
"COX7B",2.57367305566584e-67,-0.283988301944583,0.02,0.114,5.62450509585212e-63,"Delta","COX7B"
"SERAC1",2.94042368232e-67,-0.366460121701632,0.041,0.15,6.42600191534213e-63,"Delta","SERAC1"
"H4C3",2.97976411959589e-67,-0.332616280384081,0.035,0.141,6.51197650696486e-63,"Delta","H4C3"
"EIF5A",4.41064791316975e-67,-0.291515822194931,0.043,0.155,9.63902994944117e-63,"Delta","EIF5A"
"NME1-NME2",5.13417110924624e-67,-0.271309493590658,0.025,0.124,1.12202175421467e-62,"Delta","NME1-NME2"
"ANXA5",6.33264538956812e-67,-0.276158196329274,0.036,0.143,1.38393632343622e-62,"Delta","ANXA5"
"MAVS",7.51649296113342e-67,-0.365093585019888,0.02,0.114,1.6426543717261e-62,"Delta","MAVS"
"TECR",7.58746327188958e-67,-0.369327432956517,0.017,0.107,1.65816422343875e-62,"Delta","TECR"
"RAN",1.01548641903325e-66,-0.28106008096999,0.035,0.141,2.21924402015527e-62,"Delta","RAN"
"HNRNPA3",1.23978686850869e-66,-0.295199616422405,0.054,0.173,2.7094302224389e-62,"Delta","HNRNPA3"
"TPT1",1.74440740493592e-66,-0.476007790404919,0.435,0.629,3.81222794274696e-62,"Delta","TPT1"
"OXA1L",1.77793823886448e-66,-0.280048252790607,0.018,0.11,3.88550622721443e-62,"Delta","OXA1L"
"TMBIM1",1.94929389176514e-66,-0.439078159073483,0.019,0.111,4.25998687106353e-62,"Delta","TMBIM1"
"SSR3",2.13817561221749e-66,-0.265298030606684,0.025,0.123,4.67276898294009e-62,"Delta","SSR3"
"LDHA",2.36167088397027e-66,-0.559026223925734,0.083,0.215,5.16119554982863e-62,"Delta","LDHA"
"ZFP36",2.99319047070331e-66,-0.508732194978416,0.029,0.129,6.54131845467502e-62,"Delta","ZFP36"
"PFN1",3.11910113726741e-66,-0.254379508184418,0.047,0.162,6.81648362538419e-62,"Delta","PFN1"
"ARPC5",4.08205721244209e-66,-0.3255503033258,0.03,0.131,8.92092783207095e-62,"Delta","ARPC5"
"DDIT4",4.7016413534005e-66,-0.71961869121956,0.048,0.16,1.02749670137214e-61,"Delta","DDIT4"
"RPL41",1.08157583568886e-65,-0.349918686040285,0.679,0.809,2.36367583131443e-61,"Delta","RPL41"
"SUB1",1.08312991364182e-65,-0.262642967875893,0.037,0.143,2.36707211327283e-61,"Delta","SUB1"
"RAB12",1.1634938310221e-65,1.31410023443109,0.508,0.449,2.5426994183157e-61,"Delta","RAB12"
"ALKBH5",1.22764840838566e-65,-0.259702519341567,0.03,0.131,2.68290283168602e-61,"Delta","ALKBH5"
"CSNK1E",1.25713746105667e-65,-0.27064146166498,0.039,0.146,2.74734820739326e-61,"Delta","CSNK1E"
"C12orf75",1.39190235564088e-65,-0.32945502626534,0.033,0.136,3.04186340801757e-61,"Delta","C12orf75"
"GREM1",2.17932049654592e-65,-0.449020748937841,0.029,0.129,4.76268701315146e-61,"Delta","GREM1"
"KRT8",2.21736300812674e-65,-0.434485935172817,0.054,0.17,4.84582511796018e-61,"Delta","KRT8"
"FN1",2.29555061093363e-65,-1.55718181007795,0.019,0.108,5.01669630513436e-61,"Delta","FN1"
"MTDH",2.35206125004814e-65,-0.257159265392374,0.036,0.141,5.14019465585521e-61,"Delta","MTDH"
"NACA",2.7944443749411e-65,-0.340698501652817,0.138,0.297,6.10697873699627e-61,"Delta","NACA"
"SEPTIN2",2.8882697710096e-65,-0.266673065241276,0.056,0.173,6.31202475756438e-61,"Delta","SEPTIN2"
"EPAS1",3.72847901796369e-65,-0.352372282862332,0.045,0.156,8.14821804585785e-61,"Delta","EPAS1"
"SELENOF",4.97546920383767e-65,-0.261865667435512,0.015,0.102,1.08733903980668e-60,"Delta","SELENOF"
"CCNI",6.3939655497972e-65,-0.255921414837752,0.176,0.359,1.39733723125268e-60,"Delta","CCNI"
"POLR1C",7.28281402979675e-65,-0.380706798757375,0.024,0.118,1.59158617807178e-60,"Delta","POLR1C"
"ERO1A",1.28955894101642e-64,-0.323469145182339,0.045,0.156,2.81820210969729e-60,"Delta","ERO1A"
"AL022311.1",1.39444661846713e-64,-0.471660569223534,0.081,0.201,3.04742363999806e-60,"Delta","AL022311.1"
"ARF4",1.66499461855046e-64,-0.290048424670854,0.034,0.136,3.63867923938018e-60,"Delta","ARF4"
"AL590822.2",2.45922588496184e-64,-0.339042740259936,0.043,0.149,5.3743922489956e-60,"Delta","AL590822.2"
"TPI1",2.54734369487133e-64,-0.254857495159774,0.157,0.331,5.56696491077181e-60,"Delta","TPI1"
"ARCN1",2.92530321158957e-64,-0.296422868571308,0.018,0.107,6.39295763860784e-60,"Delta","ARCN1"
"S100A11",3.77206573656065e-64,-0.470422119381689,0.071,0.197,8.24347246067965e-60,"Delta","S100A11"
"TKT",4.10820569575012e-64,-0.309737025609067,0.054,0.171,8.97807272749231e-60,"Delta","TKT"
"MFSD4B",4.70836294570639e-64,-0.371988228967826,0.034,0.133,1.02896563815467e-59,"Delta","MFSD4B"
"MT-ND2",7.26533844265905e-64,0.343069608984002,0.939,0.918,1.58776706325871e-59,"Delta","MT-ND2"
"AC138470.1",7.2752249406875e-64,-0.313601702322043,0.028,0.125,1.58992765853785e-59,"Delta","AC138470.1"
"TMEM9",7.85617651425934e-64,-0.282214134805304,0.028,0.126,1.71688881542624e-59,"Delta","TMEM9"
"ACTN4",2.63654705666397e-63,-0.322704163233046,0.076,0.204,5.76190993763344e-59,"Delta","ACTN4"
"EIF2S2",2.71071892399684e-63,-0.268530887571397,0.018,0.107,5.92400513650269e-59,"Delta","EIF2S2"
"YIPF4",1.31691246631809e-62,-0.282280169609793,0.06,0.171,2.87798050389154e-58,"Delta","YIPF4"
"NHP2",1.65357497402592e-62,-0.259538587139184,0.018,0.106,3.61372274823624e-58,"Delta","NHP2"
"GSTP1",1.8745452909061e-62,-0.384897858585046,0.041,0.146,4.0966312787462e-58,"Delta","GSTP1"
"ATP5F1C",2.29826964927933e-62,-0.293044476036965,0.021,0.111,5.02263849153504e-58,"Delta","ATP5F1C"
"COL1A1",2.53165541353276e-62,-1.76381213101215,0.026,0.116,5.5326797407345e-58,"Delta","COL1A1"
"MYH9",2.93033836310568e-62,-0.529342067308312,0.026,0.119,6.40396145873116e-58,"Delta","MYH9"
"COL6A3",4.05445082326486e-62,1.29405015366897,0.578,0.53,8.86059682916302e-58,"Delta","COL6A3"
"DAZAP2",4.27614990586881e-62,-0.280272197883659,0.017,0.103,9.3450980042857e-58,"Delta","DAZAP2"
"NDUFA2",6.67096109113125e-62,-0.284055329167314,0.019,0.106,1.45787183685582e-57,"Delta","NDUFA2"
"VMP1",2.82242833124135e-61,-0.296088806185335,0.047,0.154,6.16813487509485e-57,"Delta","VMP1"
"SRSF3",3.65196389307697e-61,-0.267179797601139,0.021,0.11,7.98100189193041e-57,"Delta","SRSF3"
"MYDGF",5.21827645160183e-61,-0.263870426829676,0.059,0.175,1.14040213573306e-56,"Delta","MYDGF"
"MTRNR2L12",1.14578183464097e-60,-0.377665010147021,0.027,0.119,2.50399162142438e-56,"Delta","MTRNR2L12"
"IRF2BP2",1.1801060627654e-60,-0.26721179891365,0.025,0.117,2.5790037895675e-56,"Delta","IRF2BP2"
"ZNF207",1.27982934376312e-60,-0.30224515536188,0.018,0.104,2.79693904785992e-56,"Delta","ZNF207"
"HDGF",1.28204476887021e-60,-0.268362662607001,0.041,0.144,2.80178063788895e-56,"Delta","HDGF"
"RAP1B",1.33878871228086e-60,-0.271845174648723,0.023,0.111,2.92578885181858e-56,"Delta","RAP1B"
"AP1M1",1.77492237391759e-60,1.19921022659069,0.483,0.42,3.87891535595951e-56,"Delta","AP1M1"
"HOOK3",3.97898259713222e-60,-0.333164618361044,0.021,0.107,8.69566856777276e-56,"Delta","HOOK3"
"METTL9",5.20597613013917e-60,-0.298423301257683,0.017,0.101,1.13771402348062e-55,"Delta","METTL9"
"S1PR2",6.13488420005726e-60,1.30306795123438,0.398,0.321,1.34071759308051e-55,"Delta","S1PR2"
"HNRNPA0",6.60371592689611e-60,-0.277683149985918,0.032,0.128,1.44317607866388e-55,"Delta","HNRNPA0"
"CCT8",1.08958312587117e-59,-0.269285884997293,0.018,0.102,2.38117496327886e-55,"Delta","CCT8"
"PPIA",1.4530103684672e-59,-0.319197610095596,0.261,0.457,3.17540885924822e-55,"Delta","PPIA"
"S100A10",1.92151762781333e-59,-0.493893892110426,0.018,0.102,4.19928462382325e-55,"Delta","S100A10"
"CBWD3",2.12855881555139e-59,1.20117105372376,0.465,0.406,4.65175243550602e-55,"Delta","CBWD3"
"GPX3",3.89768732804598e-59,-0.439855606255864,0.079,0.202,8.51800588671168e-55,"Delta","GPX3"
"ADAM10",6.92733809050309e-59,-0.558169160189795,0.091,0.208,1.51390046629855e-54,"Delta","ADAM10"
"RPS14",8.19374056651813e-59,-0.347731071363484,0.339,0.557,1.79066006340687e-54,"Delta","RPS14"
"SNHG32",1.77061023285458e-58,-0.266311293982692,0.101,0.236,3.86949160288041e-54,"Delta","SNHG32"
"SEC31A",1.8750402886499e-58,-0.263792285676557,0.018,0.102,4.09771304681548e-54,"Delta","SEC31A"
"RPL23",2.16636541507283e-58,-0.380628968704226,0.298,0.502,4.73437497810016e-54,"Delta","RPL23"
"RPL7L1",2.58979521333643e-58,-0.432214504896373,0.039,0.133,5.65973845922543e-54,"Delta","RPL7L1"
"ARPC1B",2.87255673805256e-58,-0.284029104780349,0.06,0.171,6.27768549534006e-54,"Delta","ARPC1B"
"RPL37A",2.92249909020755e-58,-0.380993251221525,0.326,0.531,6.38682951173959e-54,"Delta","RPL37A"
"CD24",6.98520542413626e-58,-0.605737065092149,0.076,0.193,1.52654679339074e-53,"Delta","CD24"
"TMSB10",7.29390971151676e-58,-0.482838583021251,0.138,0.284,1.59401102835487e-53,"Delta","TMSB10"
"ENO1",8.81758724708844e-58,-0.289013210573074,0.196,0.372,1.92699551697871e-53,"Delta","ENO1"
"TFG",1.26112268917768e-57,-0.368913929039084,0.023,0.109,2.7560575249289e-53,"Delta","TFG"
"CACNA1D",2.5873722154318e-57,-0.312325045322343,0.054,0.157,5.65444323960466e-53,"Delta","CACNA1D"
"SOD2",5.29352378811252e-57,-0.662654099145094,0.101,0.225,1.15684668865411e-52,"Delta","SOD2"
"NEAT1",7.03744773784731e-57,-0.434283839901773,0.172,0.329,1.53796382862915e-52,"Delta","NEAT1"
"HSD17B12",7.32922368218107e-57,-0.287057140831988,0.023,0.107,1.60172854350385e-52,"Delta","HSD17B12"
"ZNF320",2.91633512623755e-56,-0.531479194871327,0.064,0.168,6.37335878487953e-52,"Delta","ZNF320"
"RPS16",3.06696994872151e-56,-0.338596835571368,0.304,0.509,6.70255612593598e-52,"Delta","RPS16"
"PLOD2",6.69641309836081e-56,-0.252376961645007,0.088,0.213,1.46343411851577e-51,"Delta","PLOD2"
"POMP",7.55780514566044e-56,-0.304863746144551,0.042,0.14,1.65168273653263e-51,"Delta","POMP"
"VIM",1.20410334525397e-55,-0.751875746977802,0.046,0.144,2.63144745071802e-51,"Delta","VIM"
"CTSD",2.63375996267858e-55,-0.38492418401889,0.156,0.308,5.75581902243777e-51,"Delta","CTSD"
"ACTB",2.64415458838833e-55,-0.493066082252636,0.333,0.528,5.77853543746385e-51,"Delta","ACTB"
"ZBTB8A",3.04009009413709e-55,-0.258493505754746,0.035,0.126,6.6438128917272e-51,"Delta","ZBTB8A"
"S100A6",6.8421142281475e-55,-0.392275391507634,0.104,0.233,1.49527564341935e-50,"Delta","S100A6"
"TGM2",7.07138845376216e-55,-0.490203666936544,0.054,0.158,1.54538123268518e-50,"Delta","TGM2"
"HMGN2",1.15658814757351e-54,-0.286066620666153,0.162,0.319,2.52760773770714e-50,"Delta","HMGN2"
"SLC35E3",1.48120740317668e-54,-0.419840728492686,0.069,0.174,3.23703065890232e-50,"Delta","SLC35E3"
"IGFBP7",1.76294744058492e-54,-0.576017344533871,0.067,0.175,3.85274533665429e-50,"Delta","IGFBP7"
"AC099343.4",4.61751033577187e-54,-0.271967115692776,0.021,0.102,1.00911070877959e-49,"Delta","AC099343.4"
"DFFA",1.51811251047473e-53,-0.332019343898983,0.036,0.124,3.31768308039148e-49,"Delta","DFFA"
"SPTBN1",1.68168519998735e-53,-0.387593283867336,0.037,0.127,3.67515483605235e-49,"Delta","SPTBN1"
"FAM162A",1.85028599184675e-53,-0.253039630555182,0.043,0.139,4.04361500658189e-49,"Delta","FAM162A"
"ACER3",1.93217855932822e-53,-0.44906044620879,0.096,0.212,4.2225830235559e-49,"Delta","ACER3"
"RPS23",2.11131649883711e-53,-0.393206363177748,0.458,0.635,4.61407107655862e-49,"Delta","RPS23"
"MTRNR2L8",2.57545468761867e-53,-0.309257028035481,0.169,0.327,5.62839867432184e-49,"Delta","MTRNR2L8"
"NFKBIA",3.22867127065616e-53,-0.600639003019689,0.033,0.121,7.05593819489197e-49,"Delta","NFKBIA"
"RPS27L",4.50511435460807e-53,-0.400047337955009,0.024,0.103,9.84547691056048e-49,"Delta","RPS27L"
"CDKN1A",4.86522975429625e-53,-0.302702775344387,0.075,0.188,1.0632473105039e-48,"Delta","CDKN1A"
"TAGLN2",5.40511927590031e-53,-0.266604997039613,0.197,0.365,1.18123476655525e-48,"Delta","TAGLN2"
"MGAT1",1.02487056645813e-52,-0.319922598688487,0.024,0.105,2.2397521359376e-48,"Delta","MGAT1"
"IGFBP5",1.61968728931868e-52,-1.04489414387395,0.081,0.188,3.53966460207705e-48,"Delta","IGFBP5"
"LINC00963",5.80429903122777e-52,-0.394810423076154,0.065,0.166,1.26847151028452e-47,"Delta","LINC00963"
"COL6A1",6.26919790320058e-52,-1.10290275641148,0.036,0.122,1.37007050976545e-47,"Delta","COL6A1"
"TLN1",1.2561401257341e-51,-0.290084713245895,0.025,0.104,2.74516863077929e-47,"Delta","TLN1"
"RPS9",3.49164067046439e-51,-0.372976050028657,0.382,0.583,7.63063152123288e-47,"Delta","RPS9"
"C2CD4B",4.10730481890925e-51,-0.360258290682442,0.054,0.153,8.97610395124427e-47,"Delta","C2CD4B"
"MIF",6.37145156462059e-51,-0.377664678686642,0.324,0.505,1.39241702493218e-46,"Delta","MIF"
"PAM",7.21461457336521e-51,-0.26896805500077,0.142,0.284,1.57668186886323e-46,"Delta","PAM"
"NDRG1",1.58852353165091e-50,-0.468950668412695,0.142,0.278,3.47155932606989e-46,"Delta","NDRG1"
"LRRC58",2.45798503467288e-50,-0.289094532890676,0.044,0.132,5.37168049477412e-46,"Delta","LRRC58"
"PCSK1N",3.57738602544471e-50,-0.531092775027322,0.213,0.354,7.81801942000687e-46,"Delta","PCSK1N"
"RNF115",5.38185963428646e-50,-0.383578383804573,0.046,0.136,1.17615160447696e-45,"Delta","RNF115"
"STAU1",6.01084404303326e-50,-0.270707362676721,0.029,0.111,1.31360985716449e-45,"Delta","STAU1"
"AC010359.3",8.62485192780595e-50,1.21198420475921,0.384,0.302,1.88487514030271e-45,"Delta","AC010359.3"
"MAN1B1-DT",2.67765397136612e-49,-0.286092343563394,0.033,0.116,5.85174498902352e-45,"Delta","MAN1B1-DT"
"ZMAT3",3.31949140061512e-49,-0.420617816712229,0.096,0.202,7.25441650690429e-45,"Delta","ZMAT3"
"CACNA1A",4.25638485845595e-49,-0.463226213806223,0.064,0.157,9.30190346966963e-45,"Delta","CACNA1A"
"RPL8",7.62855946360468e-49,-0.299982802812896,0.281,0.473,1.66714538517617e-44,"Delta","RPL8"
"ALDH6A1",8.07141772826757e-49,-0.281532725471196,0.03,0.11,1.76392763033559e-44,"Delta","ALDH6A1"
"CITED2",9.68608735310893e-49,-0.440503256560939,0.024,0.1,2.11679753014842e-44,"Delta","CITED2"
"EIF1",1.28996294181207e-48,-0.263921067882211,0.282,0.476,2.8190850130361e-44,"Delta","EIF1"
"CCNDBP1",1.6472098104434e-48,-0.348660169559969,0.055,0.146,3.59981231974302e-44,"Delta","CCNDBP1"
"MT-CYB",2.1703462558086e-48,0.304699692820522,0.921,0.914,4.74307470744411e-44,"Delta","MT-CYB"
"ELP2",2.32666996736872e-48,-0.250812033460401,0.043,0.129,5.08470454668761e-44,"Delta","ELP2"
"PSAP",4.54525663674799e-48,-0.283447984670188,0.254,0.44,9.93320385394906e-44,"Delta","PSAP"
"CD226",7.57957020853422e-48,-0.351435701115399,0.03,0.108,1.65643927337307e-43,"Delta","CD226"
"RPL14",3.70692636612495e-47,-0.322707946246573,0.324,0.518,8.10111688052947e-43,"Delta","RPL14"
"ERGIC1",4.82720717592295e-47,-0.37084715601409,0.026,0.101,1.0549378562262e-42,"Delta","ERGIC1"
"HADHB",6.24586956016471e-47,-0.271228900989794,0.029,0.107,1.3649723336784e-42,"Delta","HADHB"
"RPL7A",7.23056136823729e-47,-0.278162045482953,0.551,0.705,1.58016688141458e-42,"Delta","RPL7A"
"ZNF397",8.85847150374013e-47,-0.256222006291346,0.025,0.1,1.93593036242737e-42,"Delta","ZNF397"
"NR3C1",2.60945605279821e-46,-0.285422400363917,0.041,0.126,5.7027052577852e-42,"Delta","NR3C1"
"PCSK7",3.4959608803895e-46,-0.478902346062258,0.032,0.107,7.6400729080032e-42,"Delta","PCSK7"
"C1QL1",4.19631227507905e-46,-0.254828977931515,0.042,0.127,9.17062084595775e-42,"Delta","C1QL1"
"SLC6A6",4.30433417071283e-46,-0.346929866348863,0.034,0.114,9.40669189667581e-42,"Delta","SLC6A6"
"POLH",1.19388765312248e-45,-0.34866766898733,0.028,0.1,2.60912207713388e-41,"Delta","POLH"
"AC007192.1",1.25575449480853e-45,-0.803511129597481,0.027,0.101,2.74432587295455e-41,"Delta","AC007192.1"
"EDN3",2.39531754168107e-45,-0.382881555875293,0.032,0.11,5.23472695558981e-41,"Delta","EDN3"
"RPS6KA5",2.89884335578903e-45,-0.492298247847808,0.118,0.224,6.33513226974134e-41,"Delta","RPS6KA5"
"AL031595.3",3.20410881235151e-45,-0.277893009951585,0.056,0.144,7.00225939851298e-41,"Delta","AL031595.3"
"RBBP5",7.96120572870853e-45,-0.281614373924897,0.056,0.144,1.73984189995196e-40,"Delta","RBBP5"
"AC239799.2",9.32560158260691e-45,-0.308335229411546,0.028,0.102,2.03801696986291e-40,"Delta","AC239799.2"
"MT-ND5",4.05593145510793e-44,0.363200845215997,0.779,0.792,8.86383260199287e-40,"Delta","MT-ND5"
"PDLIM2",4.46087789799512e-44,-0.253839910879629,0.048,0.133,9.74880255827853e-40,"Delta","PDLIM2"
"SPATS2L",1.53197138113804e-43,-0.326032649931575,0.032,0.107,3.34797025633908e-39,"Delta","SPATS2L"
"EEF1G",1.67648233350211e-43,-0.280108379490835,0.311,0.489,3.66378449163551e-39,"Delta","EEF1G"
"RASD1",2.2471287754626e-43,-0.279067012745484,0.099,0.21,4.91087522589596e-39,"Delta","RASD1"
"AL512646.1",3.24358736137038e-43,1.18478882518483,0.378,0.315,7.08853581953882e-39,"Delta","AL512646.1"
"CD44",3.33082651620498e-43,-0.419909417431748,0.049,0.134,7.27918826851436e-39,"Delta","CD44"
"KLF6",8.11522776927576e-43,-0.279127624293065,0.061,0.153,1.77350187669752e-38,"Delta","KLF6"
"CNKSR3",9.56629041780343e-43,-0.265324587866044,0.039,0.115,2.09061710790676e-38,"Delta","CNKSR3"
"SOX4",1.15987889771316e-42,-0.472079843923185,0.063,0.154,2.53479934306233e-38,"Delta","SOX4"
"EMC10",2.22145329744204e-42,-0.351510394273844,0.162,0.266,4.85476403622983e-38,"Delta","EMC10"
"SPATA5",3.09316050474152e-42,-0.26456011773416,0.031,0.103,6.75979296706211e-38,"Delta","SPATA5"
"PLCE1",2.05922562705253e-41,-0.377375922721531,0.052,0.132,4.50023168536059e-37,"Delta","PLCE1"
"MAFB",8.1214279514369e-41,-0.278630655599672,0.043,0.122,1.77485686450702e-36,"Delta","MAFB"
"GADD45G",1.04635171644053e-40,-0.308895935047941,0.036,0.111,2.28669704110913e-36,"Delta","GADD45G"
"TPM1",2.57072465523426e-40,-0.297059174655088,0.038,0.112,5.61806166154895e-36,"Delta","TPM1"
"ZFP36L1",3.3608121663136e-40,-0.543714373730926,0.079,0.173,7.34471890826173e-36,"Delta","ZFP36L1"
"LTBR",1.09287347770022e-39,-0.436235429890456,0.088,0.177,2.38836569816606e-35,"Delta","LTBR"
"AL049839.2",6.16840958237056e-39,-1.03981733453423,0.126,0.221,1.34804423013126e-34,"Delta","AL049839.2"
"GPR82",7.04767711005451e-39,-0.262642302624234,0.059,0.141,1.54019935563131e-34,"Delta","GPR82"
"IER2",1.1191854173669e-37,-0.26050111078392,0.077,0.168,2.44586781111363e-33,"Delta","IER2"
"C11orf96",1.37093860899963e-37,-1.01317741527455,0.042,0.112,2.99604923610779e-33,"Delta","C11orf96"
"CALU",1.97597501765448e-37,-0.32100359726923,0.036,0.106,4.31829580358211e-33,"Delta","CALU"
"CLDN4",3.90036235869493e-37,-0.277170403908946,0.081,0.173,8.52385189869191e-33,"Delta","CLDN4"
"RPS24",5.6658888853782e-37,-0.2763487684278,0.428,0.601,1.23822335701055e-32,"Delta","RPS24"
"COTL1",4.20044699618741e-36,-0.281961467211971,0.041,0.112,9.17965686546797e-32,"Delta","COTL1"
"IFT22",4.52478649333427e-36,-0.384059023878137,0.079,0.16,9.88846840253271e-32,"Delta","IFT22"
"AGO3",5.59300736967428e-36,-0.298098758884763,0.047,0.118,1.22229583056862e-31,"Delta","AGO3"
"ABL2",8.10557143890237e-36,-0.341505011237969,0.053,0.128,1.77139158225772e-31,"Delta","ABL2"
"TM4SF1",1.14697722405487e-35,-0.584014004401304,0.085,0.173,2.50660402544952e-31,"Delta","TM4SF1"
"IREB2",1.83208125573082e-35,-0.262043112510116,0.063,0.139,4.00383037627414e-31,"Delta","IREB2"
"SPPL2A",2.10196771039413e-35,-0.338524123323029,0.072,0.151,4.59364023429533e-31,"Delta","SPPL2A"
"RPL19",2.1482755239922e-35,-0.276061880727098,0.413,0.587,4.69484133013254e-31,"Delta","RPL19"
"SNX27",1.03487262120039e-34,1.31062696922147,0.354,0.298,2.26161062637134e-30,"Delta","SNX27"
"B2M",1.180931993381e-34,-0.293296585153074,0.496,0.659,2.58080877833483e-30,"Delta","B2M"
"IFITM3",1.57991731239984e-34,-0.50969657225194,0.115,0.211,3.45275129451862e-30,"Delta","IFITM3"
"ANXA4",1.44509628299076e-33,-0.436894191912801,0.044,0.112,3.15811341684802e-29,"Delta","ANXA4"
"CLIP1",7.66459932715454e-33,-0.340647872853034,0.072,0.144,1.67502153695635e-28,"Delta","CLIP1"
"CTRB2",2.05010079125037e-32,-1.24266756495711,0.091,0.168,4.48029026919855e-28,"Delta","CTRB2"
"CHST12",3.06805239178177e-32,-0.758614043979781,0.169,0.245,6.70492169699989e-28,"Delta","CHST12"
"AC011498.7",2.37315636982039e-31,-0.384505876778185,0.06,0.13,5.18629593060549e-27,"Delta","AC011498.7"
"SDC4",5.56588550513591e-31,-0.487198651695187,0.053,0.121,1.2163686182924e-26,"Delta","SDC4"
"RRP15",1.17902805411815e-30,1.19225461980273,0.283,0.224,2.5766479094698e-26,"Delta","RRP15"
"ANXA2",1.3792034982588e-29,-0.315026809303653,0.253,0.384,3.01411132509478e-25,"Delta","ANXA2"
"SCG5",1.90891214966951e-29,-0.26112568838335,0.229,0.352,4.17173661188775e-25,"Delta","SCG5"
"HSPB1",2.22792080581113e-29,-0.269201897932813,0.287,0.426,4.86889812901965e-25,"Delta","HSPB1"
"SPINK1",2.25744885790136e-28,-1.06905717278333,0.098,0.172,4.93342873405764e-24,"Delta","SPINK1"
"XKR4",1.02540073512306e-27,-0.259203323550159,0.058,0.122,2.24091076653794e-23,"Delta","XKR4"
"IGFBP3",1.21030627047282e-27,-0.758370055271516,0.067,0.134,2.6450033234913e-23,"Delta","IGFBP3"
"CHGB",3.43952274678372e-27,-0.431057518652558,0.278,0.393,7.51673301082113e-23,"Delta","CHGB"
"IFITM2",4.26001623051181e-27,-0.334418842643887,0.087,0.162,9.30983947016051e-23,"Delta","IFITM2"
"PDZD8",5.39569432987895e-27,1.09443941011084,0.328,0.284,1.17917503885175e-22,"Delta","PDZD8"
"SERPINA3",7.80600927238676e-27,-0.534452534471752,0.121,0.201,1.7059252663874e-22,"Delta","SERPINA3"
"SLC16A10",4.71427728161489e-26,-0.330363584875809,0.054,0.113,1.03025815712412e-21,"Delta","SLC16A10"
"CFC1",5.8860597637157e-26,-0.305807956508081,0.241,0.355,1.28633950076243e-21,"Delta","CFC1"
"SEMA3E",1.94703778243114e-25,-0.467329139367656,0.172,0.249,4.25505636972501e-21,"Delta","SEMA3E"
"PHACTR1",1.40711973308229e-24,1.13627059445164,0.22,0.166,3.07511946467804e-20,"Delta","PHACTR1"
